price,bedrooms,bathrooms,rooms,sqft_living,floors
585000,3,1,4,1870,1.5
380000,4,2.5,6.5,2540,2
250600,4,2.5,6.5,1930,1
890000,4,2.25,6.25,2770,2
370000,4,2.5,6.5,2220,2
369500,3,1.5,4.5,1650,1
883000,4,2.5,6.5,3670,2
950000,4,2.5,6.5,3770,2
615000,3,1.75,4.75,2350,1
305000,3,1.5,4.5,1210,1
590000,4,2.5,6.5,2010,2
485000,3,2.5,5.5,1580,2
215000,2,1,3,710,1
430000,3,2,5,1910,1.5
324900,4,2.5,6.5,1880,2
849900,2,2,4,2280,2
975000,5,2.75,7.75,3100,1
910000,5,2.5,7.5,2350,2
459950,3,1.75,4.75,1850,1
325000,3,2.5,5.5,2070,2
513000,4,2.75,6.75,2020,1
475000,3,2.25,5.25,1580,1
419000,4,2.5,6.5,2690,2
760000,4,2.5,6.5,2420,1
1120000,5,1.5,6.5,2540,2
129000,2,1,3,1150,1
725000,5,2.5,7.5,3210,1
580000,3,2.5,5.5,2040,2
385000,3,2.25,5.25,1920,1
265000,4,1.75,5.75,1900,1
1735000,3,2.5,5.5,4310,1.5
330000,3,2.5,5.5,1070,2
665000,4,2.5,6.5,2790,2
799000,3,2.5,5.5,2860,2
589000,3,2,5,2250,1
1695000,2,2.25,4.25,3170,2
538000,3,1,4,1460,1
530100,3,1,4,1540,1.5
718500,3,2,5,2910,2
299000,3,1.75,4.75,1180,1
556000,3,1.75,4.75,1640,1
171000,4,2,6,1520,1
540000,5,3,8,3610,2
250000,3,2.25,5.25,1400,2
795000,4,3.5,7.5,3200,2
575000,3,3,6,1384,2
379500,3,2.25,5.25,1410,2
385000,4,2.5,6.5,2050,2
415500,4,2.5,6.5,1750,2
397500,3,2,5,1510,1
530000,3,2.5,5.5,1930,2
883000,4,2.5,6.5,2960,2
850000,5,2.75,7.75,2920,1
496752,2,1,3,1980,1
330000,3,1.75,4.75,1430,1
735000,4,2.75,6.75,2450,2
525000,4,2.75,6.75,2360,2
269950,3,2.5,5.5,1890,2
650000,3,1.75,4.75,2140,1
520500,3,2,5,1900,1
652500,4,2.5,6.5,2700,2
506000,5,3,8,2430,1
416000,3,1,4,1110,1
500000,4,2.75,6.75,2280,1
460000,3,1.75,4.75,1550,1
371025,3,2,5,1530,1
576000,4,2.5,6.5,2440,2
353500,4,2.25,6.25,1760,2
1735000,4,2.25,6.25,3040,2
183000,3,1.75,4.75,1070,1
763101,3,1.75,4.75,1990,1
460000,2,1.5,3.5,1090,1
825000,4,1.5,5.5,1890,1.5
265000,3,1,4,1000,1
295000,3,1.75,4.75,1770,1
418000,4,3,7,2360,1
554000,3,3.5,6.5,3380,2
534500,3,2.5,5.5,1700,2
690000,2,1.75,3.75,1600,1
530000,4,2.5,6.5,2050,2
357186,2,1.75,3.75,1210,2
300000,5,3,8,1940,1
304000,4,2,6,1810,1
385000,4,1.75,5.75,1690,1
415000,4,2,6,1800,1
963000,4,3.5,7.5,3280,2
792500,4,2.5,6.5,4290,2
309212,3,1.75,4.75,1150,1
235000,2,1.5,3.5,880,2
667000,3,1.5,4.5,1720,2
470000,3,1.5,4.5,1510,1
375000,4,2,6,1240,1
410000,4,2,6,1580,1
566000,4,2.25,6.25,2170,2
680000,4,2.75,6.75,2500,2
332000,1,1,2,960,1
902000,4,2.5,6.5,3030,2
500000,3,1.75,4.75,1540,1
445000,3,1.75,4.75,1890,1.5
825000,4,2.5,6.5,2810,1
1095000,4,4,8,3530,2
277000,3,1,4,1100,1
545000,3,2.5,5.5,1940,1
435000,3,2.5,5.5,2300,2
638000,3,2.5,5.5,2110,2
418000,4,1.5,5.5,1220,1
499000,3,1.75,4.75,1750,1
150000,3,1.5,4.5,1230,1
759950,3,2.5,5.5,3100,2
427000,3,2.5,5.5,1830,1
632500,5,2.5,7.5,2640,2
660000,6,1.75,7.75,1840,1
862000,4,2.5,6.5,3190,2
524000,2,1,3,1120,1.5
470000,3,1.5,4.5,1760,1
385000,3,2,5,1590,2
575000,4,2.5,6.5,2120,2
220000,4,2.5,6.5,2240,1
460000,2,1,3,890,1
1712500,3,3.25,6.25,2940,3
175000,3,1.5,4.5,1220,1
465000,3,2.25,5.25,2670,1
552000,3,1,4,1120,1
565000,4,2.75,6.75,3130,2
518000,4,2.5,6.5,1740,1
899950,4,3.5,7.5,3290,2
373000,3,1,4,1770,1.5
385000,4,2.5,6.5,2960,2
245000,2,1,3,1200,1
375000,4,2,6,2400,2
699850,4,3.5,7.5,2690,2
450000,6,2.25,8.25,3550,1
455000,2,1.5,3.5,1310,1.5
650000,4,2.75,6.75,2610,3
378000,5,2.5,7.5,2760,1
220000,3,2,5,1410,1
285500,4,1.75,5.75,1960,1
340000,3,2.5,5.5,1212,3
921000,4,1.5,5.5,2220,1
375000,4,2.5,6.5,2040,1.5
999000,4,2.75,6.75,2800,2
335000,3,1.5,4.5,2040,1
1920000,4,2.5,6.5,3070,1
385000,2,1,3,830,1
850000,4,3.5,7.5,4140,2
429000,5,2.5,7.5,2340,2
523950,3,2.25,5.25,1420,3
798800,3,2.75,5.75,2670,1
284000,3,2.5,5.5,1880,2
852880,4,3.25,7.25,3450,2
320000,3,2.25,5.25,1200,3
749995,4,3.25,7.25,3430,2
468500,3,2.5,5.5,1350,2
492500,5,2.5,7.5,2570,2
685000,4,3.5,7.5,2840,3
542525,4,2.5,6.5,2650,2
435000,3,2,5,1980,3
242000,3,1.75,4.75,1280,1.5
325000,4,2.5,6.5,2610,2
837700,5,2.75,7.75,3010,2
210000,1,1,2,930,1
187500,3,1.5,4.5,1180,1
560000,5,1,6,1710,1.5
272000,3,2,5,1380,1
235000,3,1.75,4.75,1190,1
259000,3,2,5,1870,1
866059,5,3.5,8.5,3130,2
473000,2,1,3,900,1
405000,3,1.5,4.5,1880,1
870000,4,4.25,8.25,3010,2
475000,3,2.25,5.25,2280,1
499500,3,2.5,5.5,2970,2
386000,2,2.5,4.5,1620,2
458000,4,1.5,5.5,1550,1.5
550000,3,1.75,4.75,2240,2
605500,3,2.5,5.5,2830,2
421000,3,2.5,5.5,2890,2
536000,4,2.25,6.25,1990,2
247200,3,1.75,4.75,1370,1
250000,2,1.5,3.5,1088,2
204950,4,1.75,5.75,1740,1
430000,3,2,5,1730,1
250000,4,2.5,6.5,1800,2
260000,3,1.75,4.75,1440,1
547000,4,1,5,1720,1.5
379900,5,3.5,8.5,2800,2
738500,3,2.5,5.5,2300,1
545000,4,2.25,6.25,2030,1
342000,2,1,3,740,1
4668000,5,6.75,11.75,9640,1
170000,4,1,5,1920,1
616000,4,2.5,6.5,2490,2
640000,3,2,5,1380,1
332000,3,2.5,5.5,1530,1
1010000,3,3.25,6.25,2420,2
380000,4,2.5,6.5,2150,2
415000,4,2,6,1610,1
1008000,4,3.5,7.5,2650,2
669000,4,2.75,6.75,2700,2
260000,3,1.5,4.5,1270,1
854000,4,2.75,6.75,3150,1
605000,3,2.25,5.25,2010,2
320000,3,1,4,860,1.5
229950,3,2,5,1410,1
255000,3,1.75,4.75,1700,1
1170000,4,2.5,6.5,2570,2
479000,2,2.25,4.25,1230,2
1200000,4,3.5,7.5,4170,2
472000,3,2.5,5.5,1180,3
198000,3,1.5,4.5,1430,1
440000,4,2,6,1450,1.5
506000,3,1.75,4.75,2180,1
382500,4,2.5,6.5,2210,2
269500,2,1.5,3.5,1480,1
560000,3,2,5,2340,1
840000,4,3.5,7.5,3860,2
479500,3,2.75,5.75,2300,2
402000,3,1.5,4.5,1450,1
549000,2,2.5,4.5,1380,3
449950,4,2.5,6.5,2470,2
493000,4,1.75,5.75,2030,1.5
142500,4,0.75,4.75,1440,1
250000,3,1.75,4.75,1160,1
729000,3,1,4,1580,2
465000,2,2.75,4.75,1430,2
465000,2,2,4,1494,2
280000,4,2.25,6.25,1930,1
675000,6,1.75,7.75,2740,1
667500,3,2,5,1880,1
809000,3,2.5,5.5,2590,2
400000,3,2.25,5.25,2140,2
310000,4,2,6,1870,1.5
435000,2,1,3,1230,1
465950,4,2.5,6.5,2340,2
1538000,3,2.25,5.25,2880,1
253000,3,1.5,4.5,880,1
330000,3,2.5,5.5,3040,2
554000,4,1,5,1120,1.5
350000,3,2,5,1380,3
294999,4,2.5,6.5,1660,2
1185001,3,2.75,5.75,2500,2
752000,4,2.5,6.5,2940,2
451000,4,2.5,6.5,1670,2
725000,4,2.75,6.75,2630,2
345000,4,2.75,6.75,2250,1
206000,3,1,4,1320,1
2027000,4,3.75,7.75,4100,1.5
2475000,3,3.25,6.25,4340,2
1728000,4,3,7,3700,1
580000,5,2,7,2700,1
430000,3,1,4,980,1
720000,4,2.5,6.5,2650,2
824000,7,4.25,11.25,3670,2
936000,3,1.75,4.75,2960,1
535000,4,2.75,6.75,3070,2
286800,3,2.5,5.5,1413,2
350000,2,2.5,4.5,1260,3
345000,3,2.5,5.5,1680,2
435000,3,2.25,5.25,1230,2
1555000,3,3.5,6.5,4360,2
1325000,4,4,8,4420,2
461000,3,3.25,6.25,2770,2
770000,3,2.25,5.25,2910,2
1384000,4,3.25,7.25,4290,1
330000,3,2.5,5.5,1600,2
322500,4,2.5,6.5,1820,2
1600000,6,5,11,6050,2
475000,3,1.75,4.75,1700,1
250275,2,1,3,790,1
274500,3,2.25,5.25,1720,1
284950,3,1,4,990,1
264950,4,1.75,5.75,1770,1
242000,3,2,5,1260,1
913000,4,2.5,6.5,3640,2
555000,3,1.75,4.75,2040,1
711000,4,1.75,5.75,1980,1
403500,5,2.5,7.5,3600,1
975000,4,2.5,6.5,4270,1
253779,4,2,6,2030,1.5
384400,3,3.25,6.25,1689,3
646000,5,2.75,7.75,2870,1
415000,3,1.75,4.75,1270,1
764000,4,2.5,6.5,2790,2
507000,5,3.25,8.25,3850,2
545500,3,2.5,5.5,1560,1.5
450000,3,1.75,4.75,1180,1
264000,4,1.75,5.75,1820,1
650000,5,1.75,6.75,1260,1.5
365000,3,2.5,5.5,2640,2
343566,2,1,3,1100,1
375000,3,2.5,5.5,1950,2
295000,3,2,5,1380,1
325000,3,2.75,5.75,2200,1
265000,4,1.5,5.5,2050,1
562000,5,3,8,2795,2
540000,4,2.5,6.5,2050,2
4489000,4,3,7,6430,2
279950,5,1.75,6.75,2150,1
540000,3,1.75,4.75,1970,1
310000,4,2.5,6.5,2660,1
190000,1,1,2,720,1
440000,4,2.5,6.5,2410,2
1400000,3,2,5,2020,1.5
230000,2,1,3,1080,1
455000,3,1.75,4.75,1180,1
175000,2,1,3,660,1
650000,3,1.75,4.75,2920,1
3000000,4,4.25,8.25,4850,2
192500,3,1,4,1080,1.5
239950,3,1.75,4.75,1670,1
175000,6,1,7,1370,1.5
850000,5,3.5,8.5,3450,1
410000,4,2,6,1970,1
570000,4,2.5,6.5,2290,2
469000,5,2.5,7.5,2240,1
559000,2,1,3,1240,1
739888,3,2.5,5.5,2420,2
568450,5,3.5,8.5,3260,2
240000,2,1,3,670,1
574950,5,3.25,8.25,3160,2
180000,3,2.25,5.25,1990,2
1160000,4,3.5,7.5,4680,2
300000,3,2.5,5.5,1700,2
630000,4,2.5,6.5,2807,2
507000,4,1.75,5.75,1770,1
287500,4,2.5,6.5,2570,1
688000,3,3,6,3450,2
424000,3,2,5,1670,1
400000,3,1.75,4.75,1050,1.5
620000,4,2.5,6.5,1910,2
300000,3,1,4,910,1
615000,5,2.25,7.25,2480,2
206000,2,1.5,3.5,1820,2
515500,4,2.5,6.5,2920,2
554000,5,2.25,7.25,1870,1
825000,4,3.5,7.5,3810,2
855000,4,2.25,6.25,2190,2
315000,3,2.5,5.5,1730,2
299000,5,2.5,7.5,2220,1
650000,3,1.5,4.5,1320,1
465000,3,1.75,4.75,1510,1
535000,3,2,5,2120,2
564000,2,2,4,1690,1
515000,3,3.5,6.5,1360,2
580000,4,2.5,6.5,3250,2
309000,3,2.25,5.25,1490,2
536751,3,1.75,4.75,1930,1
415000,4,2.5,6.5,2020,2
267000,3,2.25,5.25,1584,2
820000,4,2.5,6.5,3170,2
1399950,4,2.75,6.75,3870,2
485000,2,2.5,4.5,1430,3
482000,3,3.25,6.25,1380,3
535000,4,2.5,6.5,2610,2
690000,3,3.25,6.25,1540,3
576000,3,2.5,5.5,1940,1
378750,3,2.5,5.5,2160,1.5
269900,4,1.75,5.75,1530,1.5
210000,3,2,5,1440,1
429900,4,2.5,6.5,2640,2
1525000,4,3.25,7.25,3620,2
360000,4,2.5,6.5,2850,2
405000,2,1,3,1260,1
450000,3,1.75,4.75,1610,1
703000,3,2,5,1360,1.5
661000,4,2.5,6.5,2496,2
580000,4,2.25,6.25,2160,1
464000,3,1,4,1320,2
945000,2,2.5,4.5,2540,2
659500,4,3,7,2620,1
200000,3,1.5,4.5,1140,1
280000,3,2,5,1790,1
1325000,4,2.5,6.5,2440,2.5
346150,3,2,5,2140,1
197500,3,1,4,1330,2
799000,4,2.5,6.5,2590,2
1309500,4,4.5,8.5,4750,2
350000,2,1,3,1620,1
720000,4,2.5,6.5,2440,2
519000,3,2.75,5.75,2020,1
590300,3,1.5,4.5,1470,2
2200000,5,4.75,9.75,5990,2
410000,6,2.75,8.75,2520,1
437000,2,1.75,3.75,1440,1
221000,3,2.25,5.25,1640,1
380000,4,2.25,6.25,2150,1
506000,2,1,3,1570,1
395000,4,1,5,1980,1
285000,3,1,4,1210,1.5
311000,3,1.75,4.75,1900,1.5
520000,3,1.75,4.75,1940,1
435000,3,1.75,4.75,1310,1
120000,2,1,3,990,1
1440000,3,3.5,6.5,3870,2
186000,3,2,5,1340,1
756000,4,2.25,6.25,2160,1
248000,4,2,6,2080,1
287000,3,2,5,1300,1.5
510000,4,2.5,6.5,2610,2
249000,3,1,4,1050,1
340000,3,2.5,5.5,2480,2
399888,4,2.25,6.25,1820,1.5
440000,3,1.75,4.75,1170,1
899000,4,2.25,6.25,2370,1
540500,5,3.75,8.75,3090,2
385000,3,1.75,4.75,2310,1
558000,4,2.25,6.25,2060,1
600000,3,2,5,2540,1
450000,4,2.5,6.5,2400,2
232500,3,1,4,1320,1
436000,2,1,3,790,1
240000,4,2,6,1790,1
489950,3,2.25,5.25,1820,2
680000,6,2,8,1670,1
1068000,5,3.5,8.5,3990,2
352450,3,2,5,1430,1
335000,4,2,6,2030,1
549000,4,1.75,5.75,1290,2
1240000,4,3.5,7.5,3820,2
618250,4,3.25,7.25,2520,1.5
1815000,5,3,8,3880,2
850000,2,1.75,3.75,1590,1.5
930000,5,2,7,3530,1.5
505000,3,2.5,5.5,1610,2
925000,4,2.5,6.5,3280,2
275000,3,1.75,4.75,1860,1
499000,3,1.75,4.75,1840,1
507000,3,2.5,5.5,2120,2
619850,4,2.5,6.5,2270,1
500000,3,2.5,5.5,2840,1
310000,4,1.5,5.5,1220,1
646000,4,2.5,6.5,2310,2
265000,3,1.75,4.75,1840,1
475000,3,2.5,5.5,950,2
600000,4,2.25,6.25,3070,2
470000,3,2,5,1730,1
319950,2,1,3,920,1
712000,3,2.75,5.75,3200,2
775000,4,2.75,6.75,3010,2
390000,3,2.25,5.25,1600,1
585000,4,2.5,6.5,2840,2
1027000,3,2.5,5.5,2430,2
232603,3,1.75,4.75,1750,2
543000,3,2.25,5.25,1240,3
607500,3,3.25,6.25,1530,3
750000,3,3.5,6.5,3390,2
728050,3,2.5,5.5,2320,1
734990,4,2.5,6.5,2650,2
330000,3,2.5,5.5,2238,2
605000,4,2.5,6.5,2620,2
441000,3,2.75,5.75,1910,1
650000,4,2.5,6.5,3040,2
1950000,7,3.5,10.5,4640,2
395000,3,1,4,1500,1
245000,1,0.75,1.75,380,1
905000,4,3.5,7.5,2970,2
660000,4,3.25,7.25,3030,2
378000,4,2.5,6.5,1890,1
600000,2,1,3,1040,1
632500,4,2.5,6.5,2090,2
210000,2,2,4,1680,2
754800,2,2.5,4.5,2770,2
175000,2,1,3,1020,1
455000,3,2.25,5.25,1470,2
450000,3,2,5,1430,1
790000,4,1.75,5.75,2050,1
480000,4,1,5,2080,1
850000,3,2.25,5.25,2870,2
725000,4,3.25,7.25,3940,2
380000,3,1.5,4.5,1520,1
979000,3,1.5,4.5,1700,1
359950,3,2.25,5.25,1940,1
665900,4,2.25,6.25,2870,2
812000,3,3.25,6.25,3240,2
203000,3,1,4,1150,1
456000,3,1.5,4.5,1440,1
547000,5,2.5,7.5,2200,1.5
280000,3,2,5,1470,1
640000,2,1.75,3.75,1760,1
477000,3,1.75,4.75,1780,1
455000,4,2.25,6.25,2450,1
587206,3,3.5,6.5,1890,2
425000,3,2.5,5.5,2540,2
511500,4,1,5,1360,1.5
218000,2,2,4,1310,2
332000,3,2,5,1510,1
291000,3,1.5,4.5,1860,1
279000,4,2,6,2200,1
950000,4,2.5,6.5,3360,2
970500,3,2.75,5.75,2470,2
412000,2,1,3,1260,1
400000,3,1,4,1430,1.5
200000,3,2.25,5.25,1230,1.5
397000,4,2.5,6.5,2320,2
715000,4,2.5,6.5,3290,2
371000,4,2.5,6.5,2550,2
458000,3,2.5,5.5,1870,2
436500,5,3,8,3110,1
329950,3,2.5,5.5,1820,2
950000,3,3.25,6.25,3050,1
282000,4,2,6,1890,2
250000,1,1,2,800,1
1135000,6,4.25,10.25,6900,2
400000,4,1.75,5.75,2670,2
681500,5,2.75,7.75,3260,1
200000,2,1,3,860,1
1300000,5,4,9,3366,2.5
1462497,5,3.25,8.25,3840,3
995000,4,4.5,8.5,3850,2
355000,4,2.5,6.5,2040,2
425000,3,2.25,5.25,1790,1
869000,4,3,7,3740,2
915000,3,3.25,6.25,2660,2
2110000,3,2.25,5.25,3230,2
925000,4,2,6,3140,1
2400000,6,4.5,10.5,5480,2
390000,3,1,4,1160,1.5
330000,3,2.25,5.25,1860,2
482500,4,3,7,1630,1
525000,3,2.25,5.25,1750,3
237000,3,1,4,1300,1
205000,3,1,4,960,1
623000,3,2.5,5.5,1850,2
565000,4,2.75,6.75,3260,2
400000,4,2.25,6.25,2420,1
405000,3,1,4,1460,1.5
337000,4,3,7,2240,2
355000,2,1,3,1240,1
885000,3,2.25,5.25,2060,1
420000,5,2.75,7.75,2280,1
448000,4,2.5,6.5,2510,2
800000,4,2.75,6.75,3150,2
830000,5,2.25,7.25,2780,2
725000,6,1.75,7.75,2380,2
780000,3,2.25,5.25,2140,2
325000,2,1,3,840,1
488800,4,2.25,6.25,2170,1
1320000,4,3.5,7.5,4410,2
489000,4,2,6,2120,1
1240000,7,5.5,12.5,6630,2
595000,3,2.75,5.75,3290,2
359900,5,2.25,7.25,2290,1
1080000,3,3,6,4910,2
925000,4,2.75,6.75,3730,2
625000,3,2.5,5.5,2440,2
339990,3,2.5,5.5,2570,2
775950,4,2.5,6.5,2970,2
420000,5,3,8,2630,2
654000,3,3.25,6.25,1530,2
725000,3,3.5,6.5,3690,2
375000,2,1,3,1230,2
1100000,3,2.5,5.5,2200,1
639500,4,2.25,6.25,2330,2
849000,4,2,6,2160,1.5
418000,4,1.5,5.5,1550,1
442900,4,1.75,5.75,1780,1
750000,3,1.75,4.75,2610,1.5
930000,3,2.5,5.5,3290,2
565000,2,1.75,3.75,1330,1
874150,4,3.5,7.5,3530,2
545000,4,2.5,6.5,2090,2
500000,4,2.5,6.5,2040,1
687000,4,2.5,6.5,2370,2
810000,4,2.5,6.5,2810,2
439500,3,2.5,5.5,2050,1
802000,3,1.75,4.75,2870,1.5
732600,4,2.5,6.5,2130,1
374000,4,2.5,6.5,2580,2
330000,4,2.5,6.5,2380,2
365000,4,2,6,1940,1
290900,2,2,4,1610,2
577000,3,2.5,5.5,2060,1
280000,2,1,3,1010,1
675000,4,2.5,6.5,2810,2
800000,3,2.25,5.25,2380,1
299995,2,1,3,1060,1
440000,3,1.75,4.75,1560,1
249500,2,1.75,3.75,1500,1
690000,2,1,3,970,1
235000,3,1,4,1170,1
320000,3,2.5,5.5,2280,2
350000,7,3,10,2800,1
334000,4,1.5,5.5,1150,1.5
235000,6,3,9,2180,2
442000,4,2.5,6.5,2520,2
264000,3,1.75,4.75,1760,1
275000,2,1,3,1180,1
430000,2,1.5,3.5,950,1
550000,3,2.5,5.5,1900,2
775000,4,2.5,6.5,2300,2
603500,6,2.75,8.75,2660,1
230000,3,1,4,1530,1.5
449000,4,2.5,6.5,1850,1
2075000,4,3.5,7.5,4230,2
420000,3,2,5,1200,1
735000,4,2.25,6.25,2270,1
200000,3,1.5,4.5,1090,1
286000,3,2.75,5.75,1100,2
579000,3,2.5,5.5,1640,3
345100,3,3.75,6.75,1950,1
350000,3,1.75,4.75,1660,1.5
291500,3,1,4,880,1.5
649950,3,2.5,5.5,1500,2
458500,3,2,5,1890,2
500000,3,1,4,1150,2
362300,3,2.5,5.5,2430,2
324000,4,1.75,5.75,2110,1
495000,3,2,5,2950,2
233500,3,2.25,5.25,1650,2
479000,3,2.25,5.25,2110,2
322200,4,2.25,6.25,2010,2
835000,4,2.5,6.5,3030,2
347000,3,1,4,1270,1
725000,3,1.75,4.75,1610,1
345000,3,1,4,1140,2
345950,3,2.5,5.5,2110,2
550000,3,1.75,4.75,1840,1
399950,3,1.75,4.75,1560,1
269500,3,1.75,4.75,1840,1
494000,4,2.5,6.5,1830,1
453000,4,1.75,5.75,2120,1
442500,3,1.75,4.75,1600,1
235000,4,1.75,5.75,1450,1.5
389800,3,1.75,4.75,1880,1
346000,3,1.75,4.75,1270,1
360000,4,1.5,5.5,1720,1
650000,4,2.5,6.5,2400,2
290000,3,1,4,1150,1
234000,2,1,3,870,1
260000,4,2.5,6.5,2000,2
349900,3,2,5,2420,1
275000,3,1,4,1080,1
725000,4,2.5,6.5,3420,2
375000,4,2.5,6.5,1870,2
806000,4,2.5,6.5,2500,1
470000,3,2.5,5.5,2150,2
490000,3,2.25,5.25,1470,2
615000,5,2,7,2130,1.5
249000,3,1,4,1000,1
396500,3,1.75,4.75,2390,1
405000,2,1,3,860,1
560000,3,2.5,5.5,1960,2
459950,4,2.5,6.5,2000,2
265000,3,1,4,1620,1.5
502000,6,2.5,8.5,2890,1
430000,3,1.75,4.75,1300,1
525000,2,1,3,1080,1
415000,4,2.5,6.5,2170,1
600000,3,2.5,5.5,2260,2
225000,3,1.75,4.75,1580,1
300000,4,2.5,6.5,2620,2
491234,4,2.5,6.5,1540,2
1580000,4,2.5,6.5,4570,2
905000,4,3.25,7.25,3440,2
199950,5,2.5,7.5,1740,1
450000,4,1.75,5.75,2160,1
899000,3,1,4,1480,2
649000,2,1.75,3.75,2260,2
780000,4,3.5,7.5,3910,2
400000,4,1.75,5.75,1700,1.5
831500,5,2.5,7.5,4470,2.5
471001,3,1.75,4.75,1800,1
385000,3,3.25,6.25,1630,3
326000,3,1,4,1030,1
335000,1,1,2,720,1
320000,4,1.5,5.5,1890,1
300000,4,2.5,6.5,1840,2
269950,4,2.5,6.5,2540,2
1220000,4,3.75,7.75,3520,1.5
590000,4,2.5,6.5,3220,1.5
750000,3,2,5,1820,1.5
239950,3,1.75,4.75,1230,1
215000,3,2,5,1340,1
165000,3,1,4,1200,1
261350,3,1.75,4.75,1390,1
569000,4,2,6,1730,1
425000,3,2.25,5.25,1580,1
800000,4,3,7,3520,1
715000,4,2.5,6.5,2650,1
337000,3,1.75,4.75,1310,1
560000,4,2.5,6.5,2300,2
449500,3,2.25,5.25,1780,1
660000,3,3.25,6.25,1980,3
685000,2,1.5,3.5,1300,1
905000,5,3.5,8.5,3500,2
403500,3,1,4,1830,1
405000,3,2.25,5.25,1520,3
385000,4,2.75,6.75,2700,2
1700000,3,2.75,5.75,2810,2
285000,3,2.5,5.5,1660,2
249900,3,2,5,1310,1
633634,4,3.5,7.5,2960,2
329900,3,2.5,5.5,2242,2
310000,3,2.5,5.5,2540,2
345000,3,1.5,4.5,1420,2
160797,3,1.5,4.5,1270,2
562500,3,2.25,5.25,1300,2
664950,5,3,8,3190,1
515000,5,3.25,8.25,2910,2
497000,3,2.25,5.25,1630,2
312891,5,3,8,2300,2
670000,3,2.5,5.5,3310,2
362500,2,1.5,3.5,940,2
402101,2,0.75,2.75,1020,2
438000,3,1.75,4.75,1520,1
687500,4,1.75,5.75,2330,1.5
160000,3,1.5,4.5,1010,1
415000,3,1.75,4.75,1070,1
405000,3,2.5,5.5,3170,2
880000,4,2.5,6.5,3030,3
585000,3,2.5,5.5,2270,2
640000,4,2.5,6.5,2341,2
819000,3,3.5,6.5,2130,2
520000,3,1.75,4.75,2300,1
367500,3,1,4,1660,1
762500,4,2.75,6.75,2610,1
300000,3,1,4,2150,1
625000,3,2.5,5.5,2410,1
530000,2,1.5,3.5,1580,1
379000,3,2.5,5.5,1740,2
615000,2,1,3,1270,1
660000,2,2.25,4.25,2550,2
380000,3,2.25,5.25,1860,2
314900,4,1.75,5.75,2700,1
324950,3,1.5,4.5,1460,1
225000,3,1.75,4.75,1330,1
535000,3,2.5,5.5,2070,2
348500,3,1.5,4.5,1360,1
725000,4,2.5,6.5,2650,2
925000,4,3,7,3580,1.5
549000,2,1,3,2034,1
400000,3,2,5,1230,1
620000,4,2.5,6.5,2450,2
665000,6,2.75,8.75,2840,1
1215000,4,3.75,7.75,3820,1
1157400,3,2.5,5.5,2740,2
349950,4,2.5,6.5,2090,2
2466350,5,4.75,9.75,6390,2
339000,4,2,6,2470,1.5
615000,3,1.75,4.75,1720,1
751000,4,3.25,7.25,3090,2
941000,4,1.75,5.75,2320,1.5
600000,4,1.75,5.75,1740,1
455000,4,2.5,6.5,2950,2
1295648,0,0,0,4810,2
485000,3,2.5,5.5,1500,1
358000,3,1.5,4.5,1810,1
339000,3,1,4,1100,1
258000,3,1,4,1490,1
455000,2,1.5,3.5,1200,2
437000,4,2.5,6.5,1890,1
689000,3,1.75,4.75,2200,1
319000,4,2.5,6.5,2510,1
510000,3,2.25,5.25,1420,3
440000,3,1.75,4.75,2000,1
1010000,2,2,4,1460,1
875000,4,2.5,6.5,3220,2
304000,4,2,6,1310,1
139000,2,1,3,690,1
464500,3,1.75,4.75,1150,1
336500,3,1,4,1480,1
230000,4,1.75,5.75,1850,1
425000,3,2.5,5.5,1930,2
300000,2,1,3,750,1
457500,3,2.25,5.25,1430,2
366000,3,1.75,4.75,1840,1
502000,3,2,5,1300,1
194000,3,1,4,1050,1
305000,4,2.25,6.25,2210,2
1250000,4,2.5,6.5,3220,1
575000,4,2.5,6.5,4620,2
343500,4,1.75,5.75,1760,1
325000,3,1,4,850,1
600000,4,3.25,7.25,4690,2
850000,4,3.5,7.5,3920,2
420000,3,2.5,5.5,2140,2
257500,2,2,4,1180,1
317000,5,2.5,7.5,2360,1
970000,3,2.25,5.25,3060,1.5
252000,3,2.25,5.25,1670,1
683500,3,1.5,4.5,1820,1.5
289000,3,2.5,5.5,1970,2
355000,2,2.25,4.25,930,2
675000,3,3.5,6.5,2300,1
396500,3,2.5,5.5,2590,1
362500,4,1.75,5.75,1450,1
395000,4,1.75,5.75,1540,1
599000,5,2.75,7.75,2730,1
218000,3,1,4,880,1
589950,4,2.5,6.5,3190,2
218000,3,1.5,4.5,1330,1
360000,3,1.75,4.75,1500,1
350000,2,1,3,740,1
350000,4,3,7,2560,2
845000,3,2,5,2540,1.5
839000,3,2.5,5.5,3200,1
850000,4,3,7,3330,1
329950,2,1,3,900,1
425000,4,1.5,5.5,1600,1.5
210000,2,1,3,970,1
631500,2,1,3,1130,1
295000,2,1,3,650,1
575000,3,2.25,5.25,2400,1.5
415000,3,2.5,5.5,2280,2
859000,4,2.25,6.25,3550,1
639888,4,2.5,6.5,2050,2
329445,2,1.5,3.5,830,2
745641,4,2.5,6.5,2440,2
395000,3,2.5,5.5,1600,2
790000,4,3.5,7.5,3190,2
890000,4,1,5,2550,2
400000,3,2.5,5.5,2180,1
365500,3,2,5,1410,1
245000,3,2,5,1410,1
390000,4,2.5,6.5,2340,2
196500,3,1,4,1320,1
